sourceName,sourceVersion,device,type,unit,creationDate,startDate,endDate,value
"Nike Training","1801260339",,"NikeFuel","count",2018-02-28 04:18:08 +0200,2018-02-28 03:47:16 +0200,2018-02-28 04:17:38 +0200,455
"Nike Training","1801260339",,"NikeFuel","count",2018-03-09 03:53:05 +0200,2018-03-09 03:43:53 +0200,2018-03-09 03:53:05 +0200,190
"Nike Training","1803092228",,"NikeFuel","count",2018-04-01 04:02:29 +0200,2018-04-01 03:16:40 +0200,2018-04-01 04:02:29 +0200,718
